LEGAL_NAME,DOT_NUMBER,POWER_UNITS,FLEETSIZE,TOTAL_DRIVERS,PHY_CITY,PHY_STATE,PHY_STREET,PHY_ZIP,PHONE,EMAIL_ADDRESS,PRIMARY_SOURCE,WEBSITE,LINKEDIN,STATUS,NOTES
UNITEDWS INC,3431464,93,P,93,SPRING,TX,24530 GOSLING RD APT 813,77389,4077250662,safety@unitedwsusa.com,,,,,
COMMERCIAL CHEMICAL PRODUCTS INC,804497,93,P,69,HOUSTON,TX,1707 TOWNHURST DR,77043,8008587665,KBOYER@AQUASOL.COM,,,,,
EQUIPMENT DEPOT LTD,1236210,93,P,111,WACO,TX,4100 I35 SOUTH,76706,2546624322,jerri.dudzinski@eqdepot.com,,,,,
H & S CONSTRUCTORS INC,482302,92,P,49,CORPUS CHRISTI,TX,1616 CORN PRODUCTS ROAD,78469,3612895272,Rgonzalez2@hsconstructors.com,,,,,
MUELLER INC,23140,92,P,92,BALLINGER,TX,1915 HUTCHINS AVE,76821-1915,3253653555,kye.barnes@muellerinc.com,,,,,
HARLEQUIN TRANSPORT LLC,3499824,92,P,154,LAREDO,TX,101 BLUE RIDGE PKWY,78045,,safety@harlequintrans.com,,,,,
LUFKIN US ACQUISITION COMPANY LLC,3467273,92,P,90,MISSOURI CITY,TX,811 WILLOW OAK DR,77489-2468,3374004656,Fleet@LUFKIN.COM,,,,,
SEAHORSE TRANSPORT,6874116,92,P,45,BROWNSVILLE,TX,3051 N INDIANA AVE,78526-6714,9568310600,safety@seahorsetransport.net,,,,,
INTERNATIONAL TRANSPORTATION SERVICES INC,2257332,91,P,91,EL PASO,TX,1170 JOE BATTLE BLVD,79936,9157727965,opsmgmt@itstrucks.com,,,,,
WWESCO USA CORPORATION,3268668,91,P,68,YOAKUM,TX,735 STATE HWY 95 NORTH,77995,3612938221,DOT@WWESCO.COM,,,,,
MONE TRANSPORT LLC,2445389,91,P,90,LAREDO,TX,14002 MINES RD STE 2,78045,9567221666,compliance@MONETRANSPORT.COM,,,,,
R L WALKER TRANSPORT INC,574082,91,P,91,TOMBAL,TX,15134 BOUDREAUX RD,77377,2817822002,RSTEWART@RLWALKERTRANSPORT.COM,,,,,
SOURCE POWER LLC,3380493,91,P,119,SAN ANTONIO,TX,4718 COLLEGE PARK,78249,2108583121,DPALOMINO@SOURCEPOWERLLC.COM,,,,,
TRAMUC TRANSPORT LLC,3441711,91,P,93,MISSION,TX,3612 NORTH CONWAY AVENUE,78573,9568774446,SAFETY@TRAMUC.COM,,,,,
TRANSPORT CONTINENTAL INC,375481,91,P,83,PHARR,TX,601 E FERGUSON,78577,,rsanchez@trans-con.com,,,,,
GOLDEN MILE OTR INC,4184301,91,P,109,THE COLONY,TX,3629 HANOVER CT,75056-6533,9092292569,goldenmileotr@gmail.com,,,,,
PANHANDLE TRANSPORTATION GROUP LLC,1805503,91,P,77,AMARILLO,TX,1401 FARMERS AVE STE T,79118,8063723851,COMPLIANCE@AFIAMA.COM,,,,,
TREE SAP FARMS LLC,1936144,90,P,96,HOUSTON,TX,5151 MITCHELLDALE #B2,77092,9796773012,TMITCHELL@everde.com,,,,,
BORDER TRANSLOAD AND FREIGHT SERVICES LLC,1926183,90,P,86,EDINBURG,TX,3820 N CLOSNER BLVD,78541,,valentin@ihrtransport.com,,,,,
SYSCO GULF COAST INC,1396375,90,P,103,GENEVA,TX,2001 WEST MAGNOLIA AVENUE,77077,3464223019,DOT.compliance@sysco.com,,,,,
NEW TEX TRUCKING LLC,3092492,90,P,115,WOLFFORTH,TX,7707 FM 1585,79382,8068633299,ASALINAS@COWAN-GROUP.COM,,,,,
GOLDEN HORN TRANSPORTATION INC,3698835,90,P,90,FORT WORTH,TX,4000 GOLDEN HORN LN,76123,6232790250,Goldenhornllc24@gmail.com,,,,,
BASIC TRANSPORT LLC,2141830,90,P,90,IRVING,TX,9349-9345 E 9TH ST,75063,,basictransportllc@gmail.com,,,,,
CONTRACTORS SUPPLIES INC,270326,90,P,90,LUFKIN,TX,304 WEBBER STREET,75904,9366343341,james@csiconcrete.com,,,,,
ENERPIPE LTD,346947,90,P,52,AMARILLO,TX,500 S TAYLOR ST SUITE 910,79101,8063222256,MattBRISTER@ENERPIPE.COM,,,,,
STRTR LOGISTICS LLC,3359049,90,P,90,WILMER,TX,602 INTERSTATE 45 NORTH,75172,4692068459,Email@STRTR-Logistics.com,,,,,
ANIMAL SUPPLY COMPANY LLC,391658,90,P,90,GRAND PRAIRIE,TX,2403 E INTERSTATE 30,75050,9726169600,john.obenhaus@animalsupply.com,,,,,
STAGECOACH CARTAGE AND DISTRIBUTION LLC,282628,89,P,89,EL PASO,TX,7167 CHINO DRIVE,79915,9157798315,jvalenzuela@stagecoachcartage.com,,,,,
TRILOGY MEDWASTE SOUTHEAST,3199752,89,P,90,HOUSTON,TX,3 RIVERWAY STE 1050,77056,7133001892,CPLATA@TRILOGYMEDWASTE.COM,,,,,
IRONEDGE LOGISTICS LLC,4458100,89,P,89,CYPRESS,TX,14503 FALLBROOK DR,77429-1730,9513104793,invoices@ironedgelogistics.com,,,,,
PROFORWARD INC,1678243,89,P,139,EL PASO,TX,1600 N KANSAS ST,79902,5627540569,alan@proforward.com,,,,,
TRANSCAR EXPRESS LLC,2066413,89,P,95,BROWNSVILLE,TX,1605 MILITARY RD,78520,,erick@transcarexpress.com,,,,,
HOLMAN WELL SERVICE LLC,2029591,89,P,40,PAMPA,TX,11401 HWY 152 WEST,79065,8066652550,anthonychaney3@gmail.com,,,,,
ELEVATE ENERGY SERVICES LLC,3221137,89,P,39,MIDLAND,TX,11601 TOWER ROAD,79707,8066266669,agONZALEZ@elevateofs.COM,,,,,
WATKINS CONSTRUCTION CO LLC,697532,88,P,27,CORSICANA,TX,3229 S 15TH STREET,75110,9038746587,EESQUIVEL@WATKINSCONSTRUCTION.COM,,,,,
RAIL 1 LLC,1756115,88,P,24,TENNESSEE COLONY,TX,4600 ACR 473,75861,,torties101@aol.com,,,,,
HAROS PARTNERS LP,1819064,88,P,40,KENNEDALE,TX,7514 MANSFIELD HWY,76060,,irma@harosbros.com,,,,,
VOLANT XPRESS LLC,3529406,88,P,80,ODESSA,TX,14480 W IH 20,79763,4329346925,volantxpressllc.tx@gmail.com,,,,,
CACTUS WELLHEAD LLC,2204980,88,P,79,HOUSTON,TX,920 MEMORIAL CITY WAY,77024,8143080614,ROBERT.BALL@CACTUSWELLHEAD.COM,,,,,
CPX TRUCKING INC,496974,88,P,86,MIDLOTHIAN,TX,1081 EASTGATE ROAD,76065,9727233313,shawn@cpxtrucking.com,,,,,
SABER POWER SERVICES LLC,2127928,88,P,106,ROSHARON,TX,9841 SABER POWER LANE,77583,7132229102,PALLEN@SABERPOWER.COM,,,,,
FRESHPOINT DALLAS INC,1496932,88,P,82,DALLAS,TX,4721 SIMONTON RD,75244,9723855800,DOT.compliance@sysco.com,,,,,
DYNASTY WIRELINE SERVICES LLC,2799945,88,P,115,MIDLAND,TX,6800 WEST HWY 80,79706,4323633100,"kshaffer@dynastyws,com",,,,,
PRO FIELD SERVICES INC,995244,87,P,62,HALLETTSVILLE,TX,212 E SECOND ST,77964,3619785552,evelyn.jansky@profieldservices.com,,,,,
C&G ELECTRICAL LLC,1382696,87,P,98,MIDLAND,TX,2200 N FM 1788,79707,4322073158,jesus.ortiz@c-gelectrical.com,,,,,
C AND C NORTH AMERICA INC,1553083,87,P,90,LAPORTE,TX,1921 SOUTH 16TH STREET SUITE A,77571,7867344991,fleetusa@cosentino.com,,,,,
SHERMCO INDUSTRIES INC,524975,87,P,75,IRVING,TX,2425 E PIONEER DRIVE,75061,9727935523,thomas.gans@shermco.com,,,,,
HOPE CONCRETE LLC,3218535,86,P,86,BONHAM,TX,805 W SAM RAYBURN DR,75418-4102,9035832588,tiffany.edwards@HOPECONCRETE.com,,,,,
QWIK PIPE,2415189,86,P,12,HOUSTON,TX,1825 UPLAND DRIVE,77043,4322023211,STEPHEN@QWIKPIPE.COM,,,,,
THE LETCO GROUP LLC,312480,86,P,94,DALLAS,TX,1901 CALIFORNIA CROSSING ROAD,75220,9725068575,bcrawford@LETCOGROUP.COM,,,,,
CARGO EXPRESS TEXAS INC,4016750,86,P,81,CROWLEY,TX,4632 LYRE LEAF DR,76036,4699906099,info@cargoexpresstexas.com,,,,,
NPK ACCESS SOLUTIONS LLC,29159,86,P,115,THE WOODLANDS,TX,9320 LAKESIDE BLVD  SUITE 100,77381,2813626800,tdiana@npki.com,,,,,
ENDURANCE LIFT HOLDINGS LLC,1827970,86,P,84,GAINESVILLE,TX,114 E FORELINE DR,76240,,kevin.mccasland@endurancelift.com,,,,,
SCOTT POLE LINE LLC,2370632,86,P,58,STEPHENVILLE,TX,530 COUNTY ROAD 224,76401,2549650902,SCOTTPOLELINE@GMAIL.COM,,,,,
UPSHUR-RURAL ELECTRIC COOPERATIVE CORPORATION,109559,85,P,85,GILMER,TX,1200 W TYLER ST,75644,9038432536,rbarham@urecc.com,,,,,
GEMINI LOGISTICS LLC,3439290,85,P,95,BUDA,TX,2956 MAIN ST,78610,5129408208,KEVINJWARDEN@GMAIL.COM,,,,,
ROWDY TRANSPORT LLC,2841969,85,P,80,TYLER,TX,17521 US HWY 69 S,75703,,operations@rowdytransport.com,,,,,
MAVERICK LOGISTICS SERVICES LLC,3273489,85,P,80,MONAHANS,TX,1604 W IH20 SERVICE RD,79756,2543341530,SEAN@TEAM-MAV.COM,,,,,
WORLDWIDE MACHINERY LTD,829901,85,P,16,HOUSTON,TX,2200 POST OAK BLVD #1400,77056,8666108550,RWard@wwmach.com,,,,,
"J&H TRUCKING, LLC",6750982,84,P,28,HAMILTON,TX,484 FM 2905,76531,2543863647,sarah@oandbfarms.com,,,,,
DOMAN TUCKER TRUCKING COMPANY LLC,4304982,84,P,61,CARROLLTON,TX,1440 HUTTON DR,75006,,mark.chatfield@domanbm.com,,,,,
NORTHSTAR ENERGY SERVICES INC,326205,84,P,52,HOUSTON,TX,1608 MARGARET ST,77093,7133332174,DWAUSTIN@NHPLC.COM,,,,,
ROYAL T ENERGY LLC,1995304,83,P,61,PECOS,TX,435 CR 420,79772,8323925426,ADRIANA@ROYALTENERGYLLC.COM,,,,,
VTL CARRIERS LLC,4456801,83,P,40,EAGLE PASS,TX,2197 CAMINO DEL SOL,78852,5127918835,vtlcarriersllc@gmail.com,,,,,
SUPER HEATERS LLC,1683121,83,P,79,HOUSTON,TX,10260 WESTHEIMER SUITE 460,77042,7139525533,wwaguespack@phxsvcs.com,,,,,
J & M PREMIER SERVICES INC,842230,83,P,3,PALESTINE,TX,12969 N US HWY 79,75801,9035840152,david@jmpremierservices.com,,,,,
GL LOGISTICS COMPANY LLC,2544501,83,P,152,LAREDO,TX,15949 US HWY 83 N,78045,9562699596,payments@gllogisticsco.com,,,,,
PANNELL CONTRACTING LLC,3401710,83,P,25,BANDERA,TX,379 MONTAGUE STREET,78003,8305916067,JACY@PANNELLCO.COM,,,,,
SPLICERS INC,3654228,83,P,75,CONROE,TX,9575 LAKE CONROE DR,77304-3703,9368564213,DANNY@SPLICERSINC.COM,,,,,
AER SALES LP,653642,83,P,86,CARROLLTON,TX,1605 SURVEYOR BLVD,75011,2146871141,emilianobarragan@aermfg.com,,,,,
CHEM TECH SERVICES INC,1261676,83,P,66,LEVELLAND,TX,1935 WEST AVENUE,79336-1619,8068948172,DWATERS@CHEMTECHSERV.COM,,,,,
TAS INC,1643585,83,P,59,VIDOR,TX,24580 IH 10,77662,8179469272,TASINC2003@AOL.COM,,,,,
LIVINGSTON TRUCKING INC,2862306,83,P,77,TEXARKANA,TX,169 BLANKENSHIP LANE,75501,9038325373,bo@livingstontrucking.com,,,,,
W-W SERVICES LLC,2584758,83,P,82,PLEASANTON,TX,2348 COUNTY ROAD 422,78064,8304803054,hwhite@wwservicesllc.com,,,,,
HOOKER BROTHERS CONSTRUCTION LLC,4178069,83,P,53,TYLER,TX,21262 US HIGHWAY 69 S,75703-9104,9038944640,LOGAN@HBROSCO.COM,,,,,
GRIFFIN DEWATERING LLC,240287,83,P,111,HOUSTON,TX,5306 CLINTON DR,77020,7136768000,THOMAS.SHORT@griffinfluidmanagement.com,,,,,
SHEPHERD ENERGY SERVICES LLC,3827862,82,P,74,ODESSA,TX,508 N GRANDVIEW,79761,4322883593,ACCOUNTING@SHEPHERDENERGY.SERVICES,,,,,
VALLEY TRUCKING CO INC,136490,82,P,82,BROWNSVILLE,TX,4550 JAIME J ZAPATA AVE,78521,8009454511,VTCJD@VALLEY-TRUCKING.COM,,,,,
SYSCO USA III,4155270,82,P,85,HOUSTON,TX,1390 ENCLAVE PKWY,77077,2815841390,DOT.compliance@sysco.com,,,,,
F & A EXPRESS LLC,814450,82,P,70,LAREDO,TX,1768 FM3338,78045,9567402064,safety@fandaexpress.com,,,,,
ENERGY FISHING AND RENTAL SERVICES INC,1423988,82,P,29,CORPUS CHRISTI,TX,1901 N CLARKWOOD RD,78409,2106209048,jharris@jjtamez.com,,,,,
BEE LINE MATERIALS LLC,3342709,82,P,82,LAVON,TX,11201 STATE HIGHWAY 205,75166-1831,9724420599,ashley@beelinereadymix.com,,,,,
LOS''S OILFIELD SERVICES LLC,2356706,81,P,85,MIDLAND,TX,2400 WEST COUNTY ROAD 114,79706,4326956914,brenda@losoilfieldservices.com,,,,,
INTENSE WIRELINE SOLUTIONS LLC,2979091,81,P,312,FLINT,TX,19189 HWY 155 S,75762,9035382000,jestes@intensewireline.com,,,,,
MUSTANG CAT,428958,81,P,69,HOUSTON,TX,12800 NORTHWEST FWY,77040,7134527737,lwilkinson@mustangcat.com,,,,,
ALISAM ENTERPRISES LLC,2257395,81,P,83,AMARILLO,TX,6699 S WASHINGTON,79118,,jkelley@plainstransportation.com,,,,,
CUATRO T CONSTRUCTION INC,2044875,81,P,61,HONDO,TX,1241 CR 251,78861,8304262333,lbton51@gmail.com,,,,,
ARROWHEAD LINE LLC,2390301,81,P,51,CANYON,TX,11201 W US HIGHWAY 60,79015,8064181221,CRESHA@ARROWHEADLINE.COM,,,,,
MILAN LOGISTICS INC,2393479,80,P,87,GRAND PRAIRIE,TX,231 GILBERT CIR,75050,8173292055,bj@milanlogistics.com,,,,,
WHITNEY TRANSPORT SOUTHWEST LLC,4372677,80,P,80,MCKINNEY,TX,1650 W VIRGINIA ST STE 200,75069,8887174271,BRENTWENGERT@MILESAHEADBRANDS.COM,,,,,
REECE INC,2888246,80,P,82,DALLAS,TX,15850 DALLAS PKWY,75248-3308,6827305256,brittany.gary@reece.com,,,,,
TSJ INTERNATIONAL SERVICES INC,3035414,80,P,119,LAREDO,TX,15891 N US HIGHWAY 83,78045,,"alfredo.enriquez@tsj.com.mx,dispatch@tsj.com.mx",,,,,
DETA LOGISTICS LLC,2994337,80,P,130,LAREDO,TX,410 CAMBRIDGE LP,78045,9567010761,HECTORDEANDA@LIVE.COM,,,,,
DALE MEYER TRUCKING COMPANY,161568,80,P,30,ODESSA,TX,2400 W HILLMONT,79764,4323663661,bphillips@DALEMEYERTRUCKING.COM,,,,,
L&C SAFETY INC,2924335,80,P,50,ODESSA,TX,2524 TRUNK STREET,79761,4326530393,yuri.uranga@standardtx.com,,,,,
BROWNSVILLE TRUCKING COMPANY INC,1987572,80,P,44,EAGLE LAKE,TX,1520 CALHOUN ROAD,77434,9792347218,BMALAER@VALLEYPRESTRESS.COM,,,,,
PDW LOGISTICS LLC,4262805,80,P,80,EL PASO,TX,14377 WHISPER MARE CT,79938,9158085736,PWALKER@PDWLOGISTICS.COM,,,,,
MEARS BROADBAND LLC,4146698,79,P,91,DRIPPING SPRINGS,TX,300 WEST MERCER ST,78620,9894879751,ryan.schweitzer@mears.net,,,,,
JETEX FREIGHT LLC,1580734,79,P,266,GRAND PRAIRIE,TX,1001 W HUNTER FERRELL RD,75050,9722157079,accounting@jetexfreight.com,,,,,
LONE STAR HAZMAT RESPONSE LLC,2951564,79,P,79,TYLER,TX,115 W 5TH STREET,75701,9035310000,michael@lonestarhazmat.com,,,,,
KISATCHIE MIDNIGHT EXPRESS LLC,935760,79,P,76,LUFKIN,TX,5945 S US HWY 69,75901,9368245032,bhenry@stella-jones.com,,,,,
HOPE 27 EXPRESS LLC,3024249,78,P,94,DALLAS,TX,8330 LYNDON B JOHNSON  FWY  SUIT  B200,75243,,hope27express@gmail.com,,,,,
OK CONCRETE COMPANY,405598,78,P,82,WICHITA FALLS,TX,2304 SHEPPARD ACCESS ROAD,76306,,brandonl@okconcreteco.com,,,,,
THURMAN TRANSPORTATION INC,909692,78,P,68,CLEBURNE,TX,4001 EAST HIGHWAY 67,76031,8176456172,rebeccam@gtithurman.com,,,,,
BELCON LOGISTICS LLC,3054957,78,P,78,EL PASO,TX,5545 E PAISANO DR,79905,9152012237,BELCONLOG@GMAIL.COM,,,,,
MIDCON SERVICES LLC,3109439,78,P,37,AMARILLO,TX,3131 BELL ST STE 203,79106,8064679600,brenda.nipper@midconservices.net,,,,,
ZACHRY INDUSTRIAL INC,1710396,78,P,19,SAN ANTONIO,TX,527 LOGWOOD,78221,2105885030,ZHIDOT@ZACHRYGROUP.COM,,,,,
GX3 LOGISTICS INC,3214549,78,P,97,CANUTILLO,TX,220 LOS MOCHIS DR,79835,9152228101,giselag@gx3logistics.com,,,,,
SUN BELT TRANSPORTATION INC,238567,77,P,71,BROWNSVILLE,TX,8100 PADRE ISLAND HWY,78521,9568314282,ozielb@sunbelttrans.com,,,,,
EXCARGO SERVICES INC,242877,77,P,73,HOUSTON,TX,2080 GENOA RED BLUFF,77034,7139217700,safetyusers@excargo.com,,,,,
COMPASS COMPRESSION SOLUTIONS INC,2345264,77,P,37,HOUSTON,TX,4444 BRITTMOORE RD,77041,2818543080,dsebree@compssnrg.com,,,,,
MARVEL TRANSPORTATION SERVICES LLC,3900270,77,P,122,LAREDO,TX,13522 EVOLUTION LOOP,78045,9566730050,julio.martinez@mvtransportationservices.com,,,,,
REDHAWK COIL TUBING LLC,3744906,77,P,192,KILGORE,TX,3525 FM 2087 S,75662,9032354310,BDUCKSWORTH@REDHAWKCT.COM,,,,,
TRAFFIC HIGHWAY MAINTENANCE LLC,1405184,77,P,26,CEDAR HILL,TX,930 KCK WAY,75104,4695230180,JOHN@THMTX.COM,,,,,
ARCHROCK SERVICES LP,2643675,77,P,48,HOUSTON,TX,9807 KATY FRWY SUITE 100,77024,2818368000,Christina.Crenshaw@archrock.com,,,,,
ULTRA CARE LOGISTICS LLC,3465466,77,P,80,DALLAS,TX,11300 NORTH CENTRAL EXPRESSWAY SUITE 205,75243,4694693110,ULTRAPRIMELOGISTICS@GMAIL.COM,,,,,
WAUKESHA-PEARCE INDUSTRIES LLC,270636,77,P,70,HOUSTON,TX,12320 S MAIN ST,77035,7135510436,nathan.pierce@WPI.COM,,,,,
HESSELBEIN TIRE SOUTHWEST INC,1972102,76,P,66,SAN ANTONIO,TX,4823 CORNER PARKWAY,78219,2106468448,ROBERTR@DKTIRE.COM,,,,,
FLYHITRANS INC,2475858,76,P,78,CYPRESS,TX,14013 HUFFMEISTER RD,77429,,dispatch@flyhitrans.com,,,,,
CDL TRUCK SERVICES LLC,3255174,75,O,65,LONGVIEW,TX,398 WILEY PAGE RD,75605-5925,9037361550,nwilson.dwt@gmail.com,,,,,
EMPIRE ROOFING COMPANIES INC,2404922,75,O,77,PFLUGERVILLE,TX,16311 CENTRAL COMMERCE DRIVE,78660,5129897663,holly@EMPIREROOFING.COM,,,,,
IRON HORSE TOOLS INC,2351324,75,O,75,CORPUS CHRISTI,TX,210 S CARANCAHUA STREET,78401,,k.brownmiller@ironhorsetools.com,,,,,
PHILLIPS 66 PIPELINE LLC,336859,75,O,61,HOUSTON,TX,2331 CITYWEST BLVD,77042,8327651074,dorey.c.meyers@p66.com,,,,,
OIL TECH CONSTRUCTION LLC,2388375,75,O,53,MIDLAND,TX,6802 FM 715,79706,4324441106,cristina@oil-techservices.com,,,,,
FUELCO ENERGY LLC,2832022,75,O,59,HOUSTON,TX,12140 WICKCHESTER LN STE 100,77079,8322003767,bosteen@fuelcoenergy.com,,,,,
GRT TRANSPORTATION LLC,2163666,75,O,111,LAREDO,TX,12120 SARA RD,78045,9567013600,carlos@grt-t.com,,,,,
OPTIX LLC,3718765,75,O,75,HOUSTON,TX,1811 BERING DRIVE SUITE 400,77057,8887304950,Cmoore@driveoptix.com,,,,,
JIT TRANSPORT LLC,2297595,75,O,57,LAREDO,TX,23856 MINES ROAD,78045,9562674493,smuchhala@gmail.com,,,,,
MEGA EXPRESS INC,2269877,75,O,75,LAREDO,TX,401 JORDAN DR,78041,,pedrolozano@megaexpressinc.us,,,,,
BULKLEY & ASSOCIATES LLC,286163,75,O,75,BRASHEAR,TX,5889 IH 30W,75420,9035822305,LAWANAH@BULKLEYTRUCKING.COM,,,,,
CONTRACTOR'S BARRICADE SERVICE,2110273,74,O,74,EL PASO,TX,11560 PELLICANO DR,79936,9155926619,dgamboa@apachebarricade.com,,,,,
TITAN TRANSPORTATION LP,1144400,74,O,74,NEW BRAUNFELS,TX,4772 FM 482,78132,2108610975,POLIVAREZ@AHLP.COM,,,,,
RBEX INC,1162821,74,O,65,HOUSTON,TX,2030 HOLMES ROAD,77045,7133836200,MSCULLY@APPLETOWING.COM,,,,,
ALGONQUIN GAS TRANSMISSION LLC,215925,74,O,28,HOUSTON,TX,915 N ELDRIDGE PARKWAY SUITE 1100,77079,,delma.loomis@enbridge.com,,,,,
GENOX WEST TRANSPORTATION LLC,3002193,74,O,83,DEER PARK,TX,2900 E SAN AUGUSTINE ST,77536,2814790338,chris@genoxus.com,,,,,
LONE STAR EQUIPMENT HAULING,4532115,73,O,4,STAMFORD,TX,7520 FM 142,79553,3255180210,KYLER.GANN@GMAIL.COM,,,,,
RAHIMI LLC,4390202,73,O,4,SAN ANTONIO,TX,351 CONCIO ST,78227,2104257092,DULCE.RAHIMI@ICLOUD.COM,,,,,
AVTOMEDON INC,2541251,73,O,70,FRISCO,TX,1389 HAZEL GREEN DRIVE,75033,2148656573,avtomedonllc@gmail.com,,,,,
FEHRS METAL BUILDING CONSTRUCTION LP,1020622,73,O,66,SEMINOLE,TX,377 CR 307,79360,4327589001,fleet@FEHRS.COM,,,,,
DUBAI TRUCK LINES INC,2910633,73,O,90,LAREDO,TX,689 RANCHO PENITAS RD,78045,9567546444,DUBAITRUCKLINES@GMAIL.COM,,,,,
MINICONCRETE MATERIALS INC,2048614,73,O,41,EL PASO,TX,15001 HORIZON BLVD,79928,9158524468,shop@miniconcrete.com,,,,,
THE AI FLEET INC,3443025,72,O,73,AUSTIN,TX,200 E 6TH STREET SUITE 300,78701,,info@aifleet.com,,,,,
BODYCOTE INTERNATIONAL INC,260954,72,O,71,DALLAS,TX,12750 MERIT DR SUITE 1400,75251,9723109866,LARRY.DAVIS@BODYCOTE.COM,,,,,
WYATT TRANSPORTATION L P,1144406,72,O,72,NEW BRAUNFELS,TX,4772 FM 482,78132,2108610975,polivarez@ahlp.com,,,,,
COLUMBIA GULF TRANSMISSION COMPANY,115053,72,O,69,HOUSTON,TX,700 LOUISIANA STEET STE 700,77002,3372664661,ashley_boutte@tcenergy.com,,,,,
FAK INTERNATIONAL DISTRIBUTION INC,2913992,72,O,96,LAREDO,TX,6200 SANTA MARIA AVE,78041,9567298111,aramirez@shipfak.com,,,,,
RIOREV LOGISTICS LLC,3645895,72,O,80,LAREDO,TX,1312 HOUSTON ST SUITE 13,78040,7705439422,ameza@riorev.com,,,,,
FISHER59 LLC,405634,72,O,80,DENTON,TX,5050 WEST UNIVERSITY DRIVE,76207,9405666717,john.fisher@fisher59.com,,,,,
MWI VETERINARY SUPPLY CO,152631,72,O,72,AMARILLO,TX,8701 CENTERPORT BLVD,79108,8067316469,mtittle@mwiah.com,,,,,
B F S SERVICES INC,465547,71,O,59,COPPELL,TX,500 AIRLINE DRIVE SUITE 40,75019,4696359000,,,,,,
ARCHITECTURAL SURFACES GROUP LLC,1072158,71,O,68,AUSTIN,TX,401 CENTER RIDGE DR STE 100,78753,5122637625,matthew.berry@arcsurfaces.com,,,,,
H & H OIL LP,1955166,71,O,67,PFLUGERVILLE,TX,20909 FM 685,78660,2818383037,RHONDAS@VERTEXENERGY.COM,,,,,
MORGAN PORTS LLC,3739353,71,O,71,CLUTE,TX,871BRAZOS SPORT BLVD S,77531,9569550388,loads@morganports.com,,,,,
DEERE'S FARM & RANCH SERVICES LLC,2543485,71,O,71,ATHENS,TX,25383 STATE HIGHWAY 19N,75752,9034793555,stacy.s@4mtrucking.com,,,,,
TETRA TECHNOLOGIES INC,300251,71,O,45,SPRING,TX,10000 ENERGY DRIVE,77389,2813642257,BJOHNSON@oneTETRA.COM,,,,,
MAGNETO & DIESEL INJECTOR SERVICE INC,4384743,70,O,70,HUMBLE,TX,7902 FM 1960 BYPASS RD W,77338,2816419044,OPERATIONS@MDDISTRIBUTORS.COM,,,,,
RED HAWK LOGISTICS CORPORATION,3491000,70,O,100,COPPELL,TX,627 HAVENCREST LANE,75019-5723,6789145010,tbfitzgerald2@yahoo.com,,,,,
TRUCK KING LLC,1862174,70,O,48,DENTON,TX,7833 I 35,76207,9403875500,STAFF@TRUCKKINGLLC.COM,,,,,
SMURFIT KAPPA NORTH AMERICA LLC,60067,70,O,53,IRVING,TX,125 E JOHN CARPENTER FWY SUITE 1500,75062,,angel.ramirez@smurfitkappa.com,,,,,
KAY POLYMER TRUCKING INC,2642359,70,O,70,BAYTOWN,TX,1919 SOUTH FM 565,77523,3467473378,clangley@kptrucking.us,,,,,
TOC TRUCKING LLC,2125843,70,O,52,MIDLAND,TX,3903 S COUNTY RD 1195,79706,4326956856,SBEYER@TOCTRUCKING.COM,,,,,
GATIK AI INCORPORATED,3517692,70,O,70,FORT WORTH,TX,2012 EAGLE PKWY,76177,6504527515,brenda@GATIK.AI,,,,,
BIG D EQUIPMENT COMPANY LTD,421045,70,O,22,MIDLAND,TX,4501 EAST HIGHWAY 80,79706,4326888100,LESLEY.freeman@BIGDCO.COM,,,,,
BAILEY BARK MATERIALS INC,886829,70,O,60,NACOGDOCHES,TX,3366 FM 2259,75961,9365641534,JENNIFER@BAILEYBARKMATERIALS.COM,,,,,
VERIZON WASHINGTON DC INC,377151,70,O,175,IRVING,TX,700 HIDDEN RIDGE,75038,,sonya.schroeder@verizon.com,,,,,
GEC TRANSPORT SOLUTIONS LLC,3127200,70,O,69,PHARR,TX,5201 N VETERANS BLVD,78577,9568431000,bcavazos3@gectransport.COM,,,,,
VD INTERNATIONAL TRUCKING LLC,1943505,70,O,54,PHARR,TX,7500 S JACKSON RD,78577,9566623700,LEONARDO.VARELA@VDINTERNATIONATIONALTRUCKING.COM,,,,,
NATIONAL LOGISTICS SERVICES INC,3834241,70,O,75,EL PASO,TX,12210 MONTWOOD DR STE 103 PMB 438,79928,9153428447,admin@nlsfleet.com,,,,,
DRIC TRANSPORTATION LLC,2543602,70,O,70,SPRING,TX,139 CYPRESSWOOD DR PMB 65,77388,3463270131,REDGHOSTEXPRESS@GMAIL.COM,,,,,
RICKMAN TRANSPORT INC,2536020,70,O,70,WEATHERFORD,TX,6150 N FM 51,76085,8175234171,JOBY@RICKMANTRANSPORT.COM,,,,,
DIMARE FRESH INC,1121042,70,O,87,FORT WORTH,TX,4629 DIPLOMACY RD,76155,8173853000,jason.crowell@dimarefresh.com,,,,,
COUFAL-PRATER EQUIPMENT LLC,2059915,69,O,134,WACO,TX,7736 CENTRAL PARK DRIVE,76712,2547320543,joshmorris1@UNITEDAGT.COM,,,,,
HUNT LEGACY HOLDINGS LLC,3812011,69,O,100,ABILENE,TX,1111 FULWILER ROAD,79601,8178799345,ROADBOSSDELIVERY@GMAIL.COM,,,,,
