LEGAL_NAME,DOT_NUMBER,POWER_UNITS,FLEETSIZE,TOTAL_DRIVERS,PHY_CITY,PHY_STATE,PHY_STREET,PHY_ZIP,PHONE,EMAIL_ADDRESS
WWESCO USA CORPORATION,3268668,91,P,68.0,YOAKUM,TX,735 STATE HWY 95 NORTH,77995,3612938221.0,DOT@WWESCO.COM
MONE TRANSPORT LLC,2445389,91,P,90.0,LAREDO,TX,14002 MINES RD STE 2,78045,9567221666.0,compliance@MONETRANSPORT.COM
R L WALKER TRANSPORT INC,574082,91,P,91.0,TOMBAL,TX,15134 BOUDREAUX RD,77377,2817822002.0,RSTEWART@RLWALKERTRANSPORT.COM
SOURCE POWER LLC,3380493,91,P,119.0,SAN ANTONIO,TX,4718 COLLEGE PARK,78249,2108583121.0,DPALOMINO@SOURCEPOWERLLC.COM
TRAMUC TRANSPORT LLC,3441711,91,P,93.0,MISSION,TX,3612 NORTH CONWAY AVENUE,78573,9568774446.0,SAFETY@TRAMUC.COM
TRANSPORT CONTINENTAL INC,375481,91,P,83.0,PHARR,TX,601 E FERGUSON,78577,,rsanchez@trans-con.com
GOLDEN MILE OTR INC,4184301,91,P,109.0,THE COLONY,TX,3629 HANOVER CT,75056-6533,9092292569.0,goldenmileotr@gmail.com
PANHANDLE TRANSPORTATION GROUP LLC,1805503,91,P,77.0,AMARILLO,TX,1401 FARMERS AVE STE T,79118,8063723851.0,COMPLIANCE@AFIAMA.COM
TREE SAP FARMS LLC,1936144,90,P,96.0,HOUSTON,TX,5151 MITCHELLDALE #B2,77092,9796773012.0,TMITCHELL@everde.com
BORDER TRANSLOAD AND FREIGHT SERVICES LLC,1926183,90,P,86.0,EDINBURG,TX,3820 N CLOSNER BLVD,78541,,valentin@ihrtransport.com
SYSCO GULF COAST INC,1396375,90,P,103.0,GENEVA,TX,2001 WEST MAGNOLIA AVENUE,77077,3464223019.0,DOT.compliance@sysco.com
NEW TEX TRUCKING LLC,3092492,90,P,115.0,WOLFFORTH,TX,7707 FM 1585,79382,8068633299.0,ASALINAS@COWAN-GROUP.COM
GOLDEN HORN TRANSPORTATION INC,3698835,90,P,90.0,FORT WORTH,TX,4000 GOLDEN HORN LN,76123,6232790250.0,Goldenhornllc24@gmail.com
BASIC TRANSPORT LLC,2141830,90,P,90.0,IRVING,TX,9349-9345 E 9TH ST,75063,,basictransportllc@gmail.com
CONTRACTORS SUPPLIES INC,270326,90,P,90.0,LUFKIN,TX,304 WEBBER STREET,75904,9366343341.0,james@csiconcrete.com
ENERPIPE LTD,346947,90,P,52.0,AMARILLO,TX,500 S TAYLOR ST SUITE 910,79101,8063222256.0,MattBRISTER@ENERPIPE.COM
STRTR LOGISTICS LLC,3359049,90,P,90.0,WILMER,TX,602 INTERSTATE 45 NORTH,75172,4692068459.0,Email@STRTR-Logistics.com
ANIMAL SUPPLY COMPANY LLC,391658,90,P,90.0,GRAND PRAIRIE,TX,2403 E INTERSTATE 30,75050,9726169600.0,john.obenhaus@animalsupply.com
STAGECOACH CARTAGE AND DISTRIBUTION LLC,282628,89,P,89.0,EL PASO,TX,7167 CHINO DRIVE,79915,9157798315.0,jvalenzuela@stagecoachcartage.com
TRILOGY MEDWASTE SOUTHEAST,3199752,89,P,90.0,HOUSTON,TX,3 RIVERWAY STE 1050,77056,7133001892.0,CPLATA@TRILOGYMEDWASTE.COM
IRONEDGE LOGISTICS LLC,4458100,89,P,89.0,CYPRESS,TX,14503 FALLBROOK DR,77429-1730,9513104793.0,invoices@ironedgelogistics.com
PROFORWARD INC,1678243,89,P,139.0,EL PASO,TX,1600 N KANSAS ST,79902,5627540569.0,alan@proforward.com
TRANSCAR EXPRESS LLC,2066413,89,P,95.0,BROWNSVILLE,TX,1605 MILITARY RD,78520,,erick@transcarexpress.com
HOLMAN WELL SERVICE LLC,2029591,89,P,40.0,PAMPA,TX,11401 HWY 152 WEST,79065,8066652550.0,anthonychaney3@gmail.com
ELEVATE ENERGY SERVICES LLC,3221137,89,P,39.0,MIDLAND,TX,11601 TOWER ROAD,79707,8066266669.0,agONZALEZ@elevateofs.COM
WATKINS CONSTRUCTION CO LLC,697532,88,P,27.0,CORSICANA,TX,3229 S 15TH STREET,75110,9038746587.0,EESQUIVEL@WATKINSCONSTRUCTION.COM
RAIL 1 LLC,1756115,88,P,24.0,TENNESSEE COLONY,TX,4600 ACR 473,75861,,torties101@aol.com
HAROS PARTNERS LP,1819064,88,P,40.0,KENNEDALE,TX,7514 MANSFIELD HWY,76060,,irma@harosbros.com
VOLANT XPRESS LLC,3529406,88,P,80.0,ODESSA,TX,14480 W IH 20,79763,4329346925.0,volantxpressllc.tx@gmail.com
CACTUS WELLHEAD LLC,2204980,88,P,79.0,HOUSTON,TX,920 MEMORIAL CITY WAY,77024,8143080614.0,ROBERT.BALL@CACTUSWELLHEAD.COM
CPX TRUCKING INC,496974,88,P,86.0,MIDLOTHIAN,TX,1081 EASTGATE ROAD,76065,9727233313.0,shawn@cpxtrucking.com
SABER POWER SERVICES LLC,2127928,88,P,106.0,ROSHARON,TX,9841 SABER POWER LANE,77583,7132229102.0,PALLEN@SABERPOWER.COM
FRESHPOINT DALLAS INC,1496932,88,P,82.0,DALLAS,TX,4721 SIMONTON RD,75244,9723855800.0,DOT.compliance@sysco.com
DYNASTY WIRELINE SERVICES LLC,2799945,88,P,115.0,MIDLAND,TX,6800 WEST HWY 80,79706,4323633100.0,"kshaffer@dynastyws,com"
PRO FIELD SERVICES INC,995244,87,P,62.0,HALLETTSVILLE,TX,212 E SECOND ST,77964,3619785552.0,evelyn.jansky@profieldservices.com
C&G ELECTRICAL LLC,1382696,87,P,98.0,MIDLAND,TX,2200 N FM 1788,79707,4322073158.0,jesus.ortiz@c-gelectrical.com
C AND C NORTH AMERICA INC,1553083,87,P,90.0,LAPORTE,TX,1921 SOUTH 16TH STREET SUITE A,77571,7867344991.0,fleetusa@cosentino.com
SHERMCO INDUSTRIES INC,524975,87,P,75.0,IRVING,TX,2425 E PIONEER DRIVE,75061,9727935523.0,thomas.gans@shermco.com
HOPE CONCRETE LLC,3218535,86,P,86.0,BONHAM,TX,805 W SAM RAYBURN DR,75418-4102,9035832588.0,tiffany.edwards@HOPECONCRETE.com
QWIK PIPE,2415189,86,P,12.0,HOUSTON,TX,1825 UPLAND DRIVE,77043,4322023211.0,STEPHEN@QWIKPIPE.COM
THE LETCO GROUP LLC,312480,86,P,94.0,DALLAS,TX,1901 CALIFORNIA CROSSING ROAD,75220,9725068575.0,bcrawford@LETCOGROUP.COM
CARGO EXPRESS TEXAS INC,4016750,86,P,81.0,CROWLEY,TX,4632 LYRE LEAF DR,76036,4699906099.0,info@cargoexpresstexas.com
NPK ACCESS SOLUTIONS LLC,29159,86,P,115.0,THE WOODLANDS,TX,9320 LAKESIDE BLVD  SUITE 100,77381,2813626800.0,tdiana@npki.com
ENDURANCE LIFT HOLDINGS LLC,1827970,86,P,84.0,GAINESVILLE,TX,114 E FORELINE DR,76240,,kevin.mccasland@endurancelift.com
SCOTT POLE LINE LLC,2370632,86,P,58.0,STEPHENVILLE,TX,530 COUNTY ROAD 224,76401,2549650902.0,SCOTTPOLELINE@GMAIL.COM
UPSHUR-RURAL ELECTRIC COOPERATIVE CORPORATION,109559,85,P,85.0,GILMER,TX,1200 W TYLER ST,75644,9038432536.0,rbarham@urecc.com
GEMINI LOGISTICS LLC,3439290,85,P,95.0,BUDA,TX,2956 MAIN ST,78610,5129408208.0,KEVINJWARDEN@GMAIL.COM
ROWDY TRANSPORT LLC,2841969,85,P,80.0,TYLER,TX,17521 US HWY 69 S,75703,,operations@rowdytransport.com
MAVERICK LOGISTICS SERVICES LLC,3273489,85,P,80.0,MONAHANS,TX,1604 W IH20 SERVICE RD,79756,2543341530.0,SEAN@TEAM-MAV.COM
WORLDWIDE MACHINERY LTD,829901,85,P,16.0,HOUSTON,TX,2200 POST OAK BLVD #1400,77056,8666108550.0,RWard@wwmach.com
"J&H TRUCKING, LLC",6750982,84,P,28.0,HAMILTON,TX,484 FM 2905,76531,2543863647.0,sarah@oandbfarms.com
DOMAN TUCKER TRUCKING COMPANY LLC,4304982,84,P,61.0,CARROLLTON,TX,1440 HUTTON DR,75006,,mark.chatfield@domanbm.com
NORTHSTAR ENERGY SERVICES INC,326205,84,P,52.0,HOUSTON,TX,1608 MARGARET ST,77093,7133332174.0,DWAUSTIN@NHPLC.COM
ROYAL T ENERGY LLC,1995304,83,P,61.0,PECOS,TX,435 CR 420,79772,8323925426.0,ADRIANA@ROYALTENERGYLLC.COM
VTL CARRIERS LLC,4456801,83,P,40.0,EAGLE PASS,TX,2197 CAMINO DEL SOL,78852,5127918835.0,vtlcarriersllc@gmail.com
SUPER HEATERS LLC,1683121,83,P,79.0,HOUSTON,TX,10260 WESTHEIMER SUITE 460,77042,7139525533.0,wwaguespack@phxsvcs.com
J & M PREMIER SERVICES INC,842230,83,P,3.0,PALESTINE,TX,12969 N US HWY 79,75801,9035840152.0,david@jmpremierservices.com
GL LOGISTICS COMPANY LLC,2544501,83,P,152.0,LAREDO,TX,15949 US HWY 83 N,78045,9562699596.0,payments@gllogisticsco.com
PANNELL CONTRACTING LLC,3401710,83,P,25.0,BANDERA,TX,379 MONTAGUE STREET,78003,8305916067.0,JACY@PANNELLCO.COM
SPLICERS INC,3654228,83,P,75.0,CONROE,TX,9575 LAKE CONROE DR,77304-3703,9368564213.0,DANNY@SPLICERSINC.COM
AER SALES LP,653642,83,P,86.0,CARROLLTON,TX,1605 SURVEYOR BLVD,75011,2146871141.0,emilianobarragan@aermfg.com
CHEM TECH SERVICES INC,1261676,83,P,66.0,LEVELLAND,TX,1935 WEST AVENUE,79336-1619,8068948172.0,DWATERS@CHEMTECHSERV.COM
TAS INC,1643585,83,P,59.0,VIDOR,TX,24580 IH 10,77662,8179469272.0,TASINC2003@AOL.COM
LIVINGSTON TRUCKING INC,2862306,83,P,77.0,TEXARKANA,TX,169 BLANKENSHIP LANE,75501,9038325373.0,bo@livingstontrucking.com
W-W SERVICES LLC,2584758,83,P,82.0,PLEASANTON,TX,2348 COUNTY ROAD 422,78064,8304803054.0,hwhite@wwservicesllc.com
HOOKER BROTHERS CONSTRUCTION LLC,4178069,83,P,53.0,TYLER,TX,21262 US HIGHWAY 69 S,75703-9104,9038944640.0,LOGAN@HBROSCO.COM
GRIFFIN DEWATERING LLC,240287,83,P,111.0,HOUSTON,TX,5306 CLINTON DR,77020,7136768000.0,THOMAS.SHORT@griffinfluidmanagement.com
SHEPHERD ENERGY SERVICES LLC,3827862,82,P,74.0,ODESSA,TX,508 N GRANDVIEW,79761,4322883593.0,ACCOUNTING@SHEPHERDENERGY.SERVICES
VALLEY TRUCKING CO INC,136490,82,P,82.0,BROWNSVILLE,TX,4550 JAIME J ZAPATA AVE,78521,8009454511.0,VTCJD@VALLEY-TRUCKING.COM
SYSCO USA III,4155270,82,P,85.0,HOUSTON,TX,1390 ENCLAVE PKWY,77077,2815841390.0,DOT.compliance@sysco.com
F & A EXPRESS LLC,814450,82,P,70.0,LAREDO,TX,1768 FM3338,78045,9567402064.0,safety@fandaexpress.com
ENERGY FISHING AND RENTAL SERVICES INC,1423988,82,P,29.0,CORPUS CHRISTI,TX,1901 N CLARKWOOD RD,78409,2106209048.0,jharris@jjtamez.com
BEE LINE MATERIALS LLC,3342709,82,P,82.0,LAVON,TX,11201 STATE HIGHWAY 205,75166-1831,9724420599.0,ashley@beelinereadymix.com
LOS''S OILFIELD SERVICES LLC,2356706,81,P,85.0,MIDLAND,TX,2400 WEST COUNTY ROAD 114,79706,4326956914.0,brenda@losoilfieldservices.com
INTENSE WIRELINE SOLUTIONS LLC,2979091,81,P,312.0,FLINT,TX,19189 HWY 155 S,75762,9035382000.0,jestes@intensewireline.com
MUSTANG CAT,428958,81,P,69.0,HOUSTON,TX,12800 NORTHWEST FWY,77040,7134527737.0,lwilkinson@mustangcat.com
ALISAM ENTERPRISES LLC,2257395,81,P,83.0,AMARILLO,TX,6699 S WASHINGTON,79118,,jkelley@plainstransportation.com
CUATRO T CONSTRUCTION INC,2044875,81,P,61.0,HONDO,TX,1241 CR 251,78861,8304262333.0,lbton51@gmail.com
ARROWHEAD LINE LLC,2390301,81,P,51.0,CANYON,TX,11201 W US HIGHWAY 60,79015,8064181221.0,CRESHA@ARROWHEADLINE.COM
MILAN LOGISTICS INC,2393479,80,P,87.0,GRAND PRAIRIE,TX,231 GILBERT CIR,75050,8173292055.0,bj@milanlogistics.com
WHITNEY TRANSPORT SOUTHWEST LLC,4372677,80,P,80.0,MCKINNEY,TX,1650 W VIRGINIA ST STE 200,75069,8887174271.0,BRENTWENGERT@MILESAHEADBRANDS.COM
REECE INC,2888246,80,P,82.0,DALLAS,TX,15850 DALLAS PKWY,75248-3308,6827305256.0,brittany.gary@reece.com
TSJ INTERNATIONAL SERVICES INC,3035414,80,P,119.0,LAREDO,TX,15891 N US HIGHWAY 83,78045,,"alfredo.enriquez@tsj.com.mx,dispatch@tsj.com.mx"
DETA LOGISTICS LLC,2994337,80,P,130.0,LAREDO,TX,410 CAMBRIDGE LP,78045,9567010761.0,HECTORDEANDA@LIVE.COM
DALE MEYER TRUCKING COMPANY,161568,80,P,30.0,ODESSA,TX,2400 W HILLMONT,79764,4323663661.0,bphillips@DALEMEYERTRUCKING.COM
L&C SAFETY INC,2924335,80,P,50.0,ODESSA,TX,2524 TRUNK STREET,79761,4326530393.0,yuri.uranga@standardtx.com
BROWNSVILLE TRUCKING COMPANY INC,1987572,80,P,44.0,EAGLE LAKE,TX,1520 CALHOUN ROAD,77434,9792347218.0,BMALAER@VALLEYPRESTRESS.COM
PDW LOGISTICS LLC,4262805,80,P,80.0,EL PASO,TX,14377 WHISPER MARE CT,79938,9158085736.0,PWALKER@PDWLOGISTICS.COM
MEARS BROADBAND LLC,4146698,79,P,91.0,DRIPPING SPRINGS,TX,300 WEST MERCER ST,78620,9894879751.0,ryan.schweitzer@mears.net
JETEX FREIGHT LLC,1580734,79,P,266.0,GRAND PRAIRIE,TX,1001 W HUNTER FERRELL RD,75050,9722157079.0,accounting@jetexfreight.com
LONE STAR HAZMAT RESPONSE LLC,2951564,79,P,79.0,TYLER,TX,115 W 5TH STREET,75701,9035310000.0,michael@lonestarhazmat.com
KISATCHIE MIDNIGHT EXPRESS LLC,935760,79,P,76.0,LUFKIN,TX,5945 S US HWY 69,75901,9368245032.0,bhenry@stella-jones.com
HOPE 27 EXPRESS LLC,3024249,78,P,94.0,DALLAS,TX,8330 LYNDON B JOHNSON  FWY  SUIT  B200,75243,,hope27express@gmail.com
OK CONCRETE COMPANY,405598,78,P,82.0,WICHITA FALLS,TX,2304 SHEPPARD ACCESS ROAD,76306,,brandonl@okconcreteco.com
THURMAN TRANSPORTATION INC,909692,78,P,68.0,CLEBURNE,TX,4001 EAST HIGHWAY 67,76031,8176456172.0,rebeccam@gtithurman.com
BELCON LOGISTICS LLC,3054957,78,P,78.0,EL PASO,TX,5545 E PAISANO DR,79905,9152012237.0,BELCONLOG@GMAIL.COM
MIDCON SERVICES LLC,3109439,78,P,37.0,AMARILLO,TX,3131 BELL ST STE 203,79106,8064679600.0,brenda.nipper@midconservices.net
ZACHRY INDUSTRIAL INC,1710396,78,P,19.0,SAN ANTONIO,TX,527 LOGWOOD,78221,2105885030.0,ZHIDOT@ZACHRYGROUP.COM
GX3 LOGISTICS INC,3214549,78,P,97.0,CANUTILLO,TX,220 LOS MOCHIS DR,79835,9152228101.0,giselag@gx3logistics.com
SUN BELT TRANSPORTATION INC,238567,77,P,71.0,BROWNSVILLE,TX,8100 PADRE ISLAND HWY,78521,9568314282.0,ozielb@sunbelttrans.com
EXCARGO SERVICES INC,242877,77,P,73.0,HOUSTON,TX,2080 GENOA RED BLUFF,77034,7139217700.0,safetyusers@excargo.com
COMPASS COMPRESSION SOLUTIONS INC,2345264,77,P,37.0,HOUSTON,TX,4444 BRITTMOORE RD,77041,2818543080.0,dsebree@compssnrg.com
MARVEL TRANSPORTATION SERVICES LLC,3900270,77,P,122.0,LAREDO,TX,13522 EVOLUTION LOOP,78045,9566730050.0,julio.martinez@mvtransportationservices.com
REDHAWK COIL TUBING LLC,3744906,77,P,192.0,KILGORE,TX,3525 FM 2087 S,75662,9032354310.0,BDUCKSWORTH@REDHAWKCT.COM
TRAFFIC HIGHWAY MAINTENANCE LLC,1405184,77,P,26.0,CEDAR HILL,TX,930 KCK WAY,75104,4695230180.0,JOHN@THMTX.COM
ARCHROCK SERVICES LP,2643675,77,P,48.0,HOUSTON,TX,9807 KATY FRWY SUITE 100,77024,2818368000.0,Christina.Crenshaw@archrock.com
ULTRA CARE LOGISTICS LLC,3465466,77,P,80.0,DALLAS,TX,11300 NORTH CENTRAL EXPRESSWAY SUITE 205,75243,4694693110.0,ULTRAPRIMELOGISTICS@GMAIL.COM
WAUKESHA-PEARCE INDUSTRIES LLC,270636,77,P,70.0,HOUSTON,TX,12320 S MAIN ST,77035,7135510436.0,nathan.pierce@WPI.COM
HESSELBEIN TIRE SOUTHWEST INC,1972102,76,P,66.0,SAN ANTONIO,TX,4823 CORNER PARKWAY,78219,2106468448.0,ROBERTR@DKTIRE.COM
FLYHITRANS INC,2475858,76,P,78.0,CYPRESS,TX,14013 HUFFMEISTER RD,77429,,dispatch@flyhitrans.com
CDL TRUCK SERVICES LLC,3255174,75,O,65.0,LONGVIEW,TX,398 WILEY PAGE RD,75605-5925,9037361550.0,nwilson.dwt@gmail.com
EMPIRE ROOFING COMPANIES INC,2404922,75,O,77.0,PFLUGERVILLE,TX,16311 CENTRAL COMMERCE DRIVE,78660,5129897663.0,holly@EMPIREROOFING.COM
IRON HORSE TOOLS INC,2351324,75,O,75.0,CORPUS CHRISTI,TX,210 S CARANCAHUA STREET,78401,,k.brownmiller@ironhorsetools.com
PHILLIPS 66 PIPELINE LLC,336859,75,O,61.0,HOUSTON,TX,2331 CITYWEST BLVD,77042,8327651074.0,dorey.c.meyers@p66.com
OIL TECH CONSTRUCTION LLC,2388375,75,O,53.0,MIDLAND,TX,6802 FM 715,79706,4324441106.0,cristina@oil-techservices.com
FUELCO ENERGY LLC,2832022,75,O,59.0,HOUSTON,TX,12140 WICKCHESTER LN STE 100,77079,8322003767.0,bosteen@fuelcoenergy.com
GRT TRANSPORTATION LLC,2163666,75,O,111.0,LAREDO,TX,12120 SARA RD,78045,9567013600.0,carlos@grt-t.com
OPTIX LLC,3718765,75,O,75.0,HOUSTON,TX,1811 BERING DRIVE SUITE 400,77057,8887304950.0,Cmoore@driveoptix.com
JIT TRANSPORT LLC,2297595,75,O,57.0,LAREDO,TX,23856 MINES ROAD,78045,9562674493.0,smuchhala@gmail.com
MEGA EXPRESS INC,2269877,75,O,75.0,LAREDO,TX,401 JORDAN DR,78041,,pedrolozano@megaexpressinc.us
BULKLEY & ASSOCIATES LLC,286163,75,O,75.0,BRASHEAR,TX,5889 IH 30W,75420,9035822305.0,LAWANAH@BULKLEYTRUCKING.COM
CONTRACTOR'S BARRICADE SERVICE,2110273,74,O,74.0,EL PASO,TX,11560 PELLICANO DR,79936,9155926619.0,dgamboa@apachebarricade.com
TITAN TRANSPORTATION LP,1144400,74,O,74.0,NEW BRAUNFELS,TX,4772 FM 482,78132,2108610975.0,POLIVAREZ@AHLP.COM
RBEX INC,1162821,74,O,65.0,HOUSTON,TX,2030 HOLMES ROAD,77045,7133836200.0,MSCULLY@APPLETOWING.COM
ALGONQUIN GAS TRANSMISSION LLC,215925,74,O,28.0,HOUSTON,TX,915 N ELDRIDGE PARKWAY SUITE 1100,77079,,delma.loomis@enbridge.com
GENOX WEST TRANSPORTATION LLC,3002193,74,O,83.0,DEER PARK,TX,2900 E SAN AUGUSTINE ST,77536,2814790338.0,chris@genoxus.com
LONE STAR EQUIPMENT HAULING,4532115,73,O,4.0,STAMFORD,TX,7520 FM 142,79553,3255180210.0,KYLER.GANN@GMAIL.COM
RAHIMI LLC,4390202,73,O,4.0,SAN ANTONIO,TX,351 CONCIO ST,78227,2104257092.0,DULCE.RAHIMI@ICLOUD.COM
AVTOMEDON INC,2541251,73,O,70.0,FRISCO,TX,1389 HAZEL GREEN DRIVE,75033,2148656573.0,avtomedonllc@gmail.com
FEHRS METAL BUILDING CONSTRUCTION LP,1020622,73,O,66.0,SEMINOLE,TX,377 CR 307,79360,4327589001.0,fleet@FEHRS.COM
DUBAI TRUCK LINES INC,2910633,73,O,90.0,LAREDO,TX,689 RANCHO PENITAS RD,78045,9567546444.0,DUBAITRUCKLINES@GMAIL.COM
MINICONCRETE MATERIALS INC,2048614,73,O,41.0,EL PASO,TX,15001 HORIZON BLVD,79928,9158524468.0,shop@miniconcrete.com
THE AI FLEET INC,3443025,72,O,73.0,AUSTIN,TX,200 E 6TH STREET SUITE 300,78701,,info@aifleet.com
BODYCOTE INTERNATIONAL INC,260954,72,O,71.0,DALLAS,TX,12750 MERIT DR SUITE 1400,75251,9723109866.0,LARRY.DAVIS@BODYCOTE.COM
WYATT TRANSPORTATION L P,1144406,72,O,72.0,NEW BRAUNFELS,TX,4772 FM 482,78132,2108610975.0,polivarez@ahlp.com
COLUMBIA GULF TRANSMISSION COMPANY,115053,72,O,69.0,HOUSTON,TX,700 LOUISIANA STEET STE 700,77002,3372664661.0,ashley_boutte@tcenergy.com
FAK INTERNATIONAL DISTRIBUTION INC,2913992,72,O,96.0,LAREDO,TX,6200 SANTA MARIA AVE,78041,9567298111.0,aramirez@shipfak.com
RIOREV LOGISTICS LLC,3645895,72,O,80.0,LAREDO,TX,1312 HOUSTON ST SUITE 13,78040,7705439422.0,ameza@riorev.com
FISHER59 LLC,405634,72,O,80.0,DENTON,TX,5050 WEST UNIVERSITY DRIVE,76207,9405666717.0,john.fisher@fisher59.com
MWI VETERINARY SUPPLY CO,152631,72,O,72.0,AMARILLO,TX,8701 CENTERPORT BLVD,79108,8067316469.0,mtittle@mwiah.com
B F S SERVICES INC,465547,71,O,59.0,COPPELL,TX,500 AIRLINE DRIVE SUITE 40,75019,4696359000.0,
ARCHITECTURAL SURFACES GROUP LLC,1072158,71,O,68.0,AUSTIN,TX,401 CENTER RIDGE DR STE 100,78753,5122637625.0,matthew.berry@arcsurfaces.com
H & H OIL LP,1955166,71,O,67.0,PFLUGERVILLE,TX,20909 FM 685,78660,2818383037.0,RHONDAS@VERTEXENERGY.COM
MORGAN PORTS LLC,3739353,71,O,71.0,CLUTE,TX,871BRAZOS SPORT BLVD S,77531,9569550388.0,loads@morganports.com
DEERE'S FARM & RANCH SERVICES LLC,2543485,71,O,71.0,ATHENS,TX,25383 STATE HIGHWAY 19N,75752,9034793555.0,stacy.s@4mtrucking.com
TETRA TECHNOLOGIES INC,300251,71,O,45.0,SPRING,TX,10000 ENERGY DRIVE,77389,2813642257.0,BJOHNSON@oneTETRA.COM
MAGNETO & DIESEL INJECTOR SERVICE INC,4384743,70,O,70.0,HUMBLE,TX,7902 FM 1960 BYPASS RD W,77338,2816419044.0,OPERATIONS@MDDISTRIBUTORS.COM
RED HAWK LOGISTICS CORPORATION,3491000,70,O,100.0,COPPELL,TX,627 HAVENCREST LANE,75019-5723,6789145010.0,tbfitzgerald2@yahoo.com
TRUCK KING LLC,1862174,70,O,48.0,DENTON,TX,7833 I 35,76207,9403875500.0,STAFF@TRUCKKINGLLC.COM
SMURFIT KAPPA NORTH AMERICA LLC,60067,70,O,53.0,IRVING,TX,125 E JOHN CARPENTER FWY SUITE 1500,75062,,angel.ramirez@smurfitkappa.com
KAY POLYMER TRUCKING INC,2642359,70,O,70.0,BAYTOWN,TX,1919 SOUTH FM 565,77523,3467473378.0,clangley@kptrucking.us
TOC TRUCKING LLC,2125843,70,O,52.0,MIDLAND,TX,3903 S COUNTY RD 1195,79706,4326956856.0,SBEYER@TOCTRUCKING.COM
GATIK AI INCORPORATED,3517692,70,O,70.0,FORT WORTH,TX,2012 EAGLE PKWY,76177,6504527515.0,brenda@GATIK.AI
BIG D EQUIPMENT COMPANY LTD,421045,70,O,22.0,MIDLAND,TX,4501 EAST HIGHWAY 80,79706,4326888100.0,LESLEY.freeman@BIGDCO.COM
BAILEY BARK MATERIALS INC,886829,70,O,60.0,NACOGDOCHES,TX,3366 FM 2259,75961,9365641534.0,JENNIFER@BAILEYBARKMATERIALS.COM
VERIZON WASHINGTON DC INC,377151,70,O,175.0,IRVING,TX,700 HIDDEN RIDGE,75038,,sonya.schroeder@verizon.com
GEC TRANSPORT SOLUTIONS LLC,3127200,70,O,69.0,PHARR,TX,5201 N VETERANS BLVD,78577,9568431000.0,bcavazos3@gectransport.COM
VD INTERNATIONAL TRUCKING LLC,1943505,70,O,54.0,PHARR,TX,7500 S JACKSON RD,78577,9566623700.0,LEONARDO.VARELA@VDINTERNATIONATIONALTRUCKING.COM
NATIONAL LOGISTICS SERVICES INC,3834241,70,O,75.0,EL PASO,TX,12210 MONTWOOD DR STE 103 PMB 438,79928,9153428447.0,admin@nlsfleet.com
DRIC TRANSPORTATION LLC,2543602,70,O,70.0,SPRING,TX,139 CYPRESSWOOD DR PMB 65,77388,3463270131.0,REDGHOSTEXPRESS@GMAIL.COM
RICKMAN TRANSPORT INC,2536020,70,O,70.0,WEATHERFORD,TX,6150 N FM 51,76085,8175234171.0,JOBY@RICKMANTRANSPORT.COM
DIMARE FRESH INC,1121042,70,O,87.0,FORT WORTH,TX,4629 DIPLOMACY RD,76155,8173853000.0,jason.crowell@dimarefresh.com
COUFAL-PRATER EQUIPMENT LLC,2059915,69,O,134.0,WACO,TX,7736 CENTRAL PARK DRIVE,76712,2547320543.0,joshmorris1@UNITEDAGT.COM
HUNT LEGACY HOLDINGS LLC,3812011,69,O,100.0,ABILENE,TX,1111 FULWILER ROAD,79601,8178799345.0,ROADBOSSDELIVERY@GMAIL.COM
SOUTHWASTE DISPOSAL LLC,1012667,69,O,54.0,HOUSTON,TX,16350 PARK TEN PLACE SUITE 215,77084,8664139494.0,jcoe@wrmco.com
BURTON OIL SERVICE OPERATIONS LLC,2295241,69,O,63.0,MIDLAND,TX,13110 W CR 91,79707,8883882350.0,preston.burton@BURTONOIL.COM
ASSOCIATED SUPPLY CO INC,484975,69,O,69.0,LUBBOCK,TX,2102 E SLATON RD,79404,8067452000.0,
BISHOP LIFTING PRODUCTS INC,3091870,69,O,58.0,HOUSTON,TX,2301 COMMERCE STE 110,77002,7135121700.0,quality@LIFTING.COM
BORDER TRUCKING SERVICES INC,3463070,68,O,47.0,LAREDO,TX,14415 MINES RD,78045,9564627039.0,dispatch@synergyfreightinc.com
J LEE MILLIGAN INC,369465,68,O,22.0,AMARILLO,TX,9200 TRIANGLE DRIVE,79108,8063734386.0,ALAN@JLMINC.NET
DOUBLE DIAMOND TRANSPORT INC,1427730,68,O,68.0,SAN ANTONIO,TX,3333 SE LOOP 410,78222,2103146528.0,safety@dd-transport.com
TEXAS PRIDE FUELS LTD,1339456,68,O,89.0,SPRINGTOWN,TX,1300 EAST HIGHWAY 199,76082,8172211200.0,g.zappala@texaspridefuels.com
XPRO TRUCKING LLC,3542600,68,O,92.0,MCKINNEY,TX,1760 NORTH RIDGE ROAD APT 1119,75071,4696947929.0,info@xprotrucking.com / dispatchu@xprotrucking.co
ADA LOGISTICS CORP,2552295,68,O,73.0,SOUTHLAKE,TX,550 RESERVE STREET SUITE 190,76092,8174584188.0,paperwork@ADALOGISTICS.US
BOUCHE TRUCKING INCORPORATED,608342,68,O,33.0,EL PASO,TX,1120 HORIZON BLVD,79927,9158522324.0,gabriel@lgatrucking.com
BASELINE ENERGY SERVICES LP,2643790,67,O,67.0,FORT WORTH,TX,201 FOCH STREET,76107,8337697436.0,chigh@BASELINE-ENSERV.COm
